id,title,release_date,genres,year
68721,Iron Man 3,4/18/2013,"['Action', 'Adventure', 'Science Fiction']",2013
18089,Miss Austen Regrets,2/3/2008,['Drama'],2008
42603,Valentino,9/7/1977,"['Drama', 'History']",1977
128201,Revolution,4/12/2013,['Documentary'],2013
38453,The Black Camel,6/21/1931,"['Thriller', 'Crime', 'Comedy', 'Mystery', 'Drama']",1931
19688,Middle of Nowhere,9/6/2008,"['Comedy', 'Drama']",2008
166076,Superman: Unbound,5/6/2013,"['Animation', 'Action', 'Adventure']",2013
118636,Zombies of the Stratosphere,7/16/1952,['Science Fiction'],1952
36229,3° kälter,3/16/2006,"['Romance', 'Drama']",2006
77234,The Numbers Station,4/18/2013,"['Action', 'Thriller']",2013
174321,The English Teacher,5/16/2013,"['Comedy', 'Drama']",2013
179154,Standing Up,8/16/2013,['Drama'],2013
91073,Late Autumn,9/10/2010,['Drama'],2010
77221,Black Gold,12/21/2011,"['Adventure', 'Drama']",2011
56584,"The Late, Great Planet Earth",1/1/1979,['Documentary'],1979
23705,A Better Way to Die,1/1/2000,"['Action', 'Thriller']",2000
57849,Casanova's Big Night,4/7/1954,"['Comedy', 'Adventure']",1954
20181,Tunnel Rats,5/31/2008,"['Action', 'Drama', 'War']",2008
2966,"20,000 Leagues Under the Sea",5/11/1997,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",1997
156306,A Successful Calamity,9/17/1932,"['Comedy', 'Drama']",1932
103731,Mud,5/1/2013,['Drama'],2013
82662,L'industriale,1/13/2011,['Drama'],2011
42587,Chariots of the Gods,1/1/1970,"['Documentary', 'Mystery']",1970
32100,The Human Tornado,10/2/1976,"['Action', 'Comedy']",1976
19989,Aces 'N' Eights,3/15/2008,"['Action', 'Western']",2008
96279,After The Storm,8/17/2001,"['Drama', 'Thriller', 'Crime', 'Action']",2001
109669,The Tenth Man,12/4/1988,"['Drama', 'Romance', 'War', 'TV Movie']",1988
25117,Bill Hicks: Revelations,5/27/1993,['Comedy'],1993
66209,Perils of the Sentimental Swordsman,5/13/1982,['Action'],1982
64272,War of the Shaolin Temple,9/14/1980,"['Foreign', 'Action', 'Adventure', 'War']",1980
52225,Majesty,10/28/2010,['Drama'],2010
70057,Dragon,7/4/2011,"['Drama', 'Action', 'Thriller']",2011
88176,The Lost One,9/7/1951,"['Drama', 'Thriller']",1951
159011,Manhunt: The Inside Story of the Hunt for Bin Laden,1/20/2013,['Documentary'],2013
110272,Cheerful Weather for the Wedding,12/7/2012,"['Drama', 'Comedy', 'Romance']",2012
95755,Small Apartments,3/10/2012,"['Comedy', 'Crime']",2012
74257,Holy Flame of the  Martial World,6/10/1983,"['Fantasy', 'Action']",1983
58954,The Web of Death,10/28/1976,"['Action', 'Drama', 'Foreign']",1976
19156,Legendary Weapons of China,1/21/1982,"['Action', 'Foreign']",1982
26693,Ju-on: White Ghost,6/27/2009,['Horror'],2009
36917,Ju-on: Black Ghost,6/27/2009,['Horror'],2009
56763,The South Shaolin Master,4/14/1984,['Action'],1984
31700,Cold Steel,1/1/1987,"['Action', 'Drama', 'Thriller']",1987
101501,The Afflicted,10/22/2011,"['Horror', 'Thriller']",2011
165739,Pawn,4/23/2013,"['Crime', 'Thriller']",2013
53101,Manborg,9/22/2011,"['Horror', 'Science Fiction']",2011
25272,Under the Salt,10/17/2008,"['Action', 'Thriller', 'Mystery', 'Foreign']",2008
106849,Henry IV Part 1,12/9/1979,"['Drama', 'History']",1979
172631,Family Weekend,3/28/2013,"['Comedy', 'Drama']",2013
105787,The Woman Who Wasn't There,4/13/2012,['Documentary'],2012
53619,Sergeant Dead Head,8/18/1965,['Comedy'],1965
139463,The Scapegoat,9/9/2012,[],2012
127728,8:46,9/11/2011,['Drama'],2011
98541,Hungry for Change,1/1/2012,['Documentary'],2012
48254,Ovosodo,9/12/1997,"['Comedy', 'Drama']",1997
106851,Henry IV Part 2,12/16/1979,"['Drama', 'History']",1979
53197,A Grin Without a Cat,11/23/1977,"['Documentary', 'Foreign']",1977
112823,Numéro Deux,9/24/1975,['Drama'],1975
108419,Empire,8/2/1964,['Documentary'],1964
40852,American Bandits: Frank and Jesse James,5/18/2010,"['Action', 'Western']",2010
45736,Shaolin Temple,12/22/1976,"['Action', 'Adventure']",1976
149961,The Sentimental Swordsman,10/14/1977,"['Action', 'Adventure', 'Drama', 'Foreign']",1977
64988,Descendant of the Sun,12/16/1983,"['Action', 'Fantasy', 'Foreign']",1983
68761,A Brooklyn State of Mind,1/1/1998,"['Drama', 'Action', 'Thriller', 'Romance']",1998
14921,Three and Out,10/12/2008,"['Drama', 'Comedy']",2008
94901,About Cherry,2/14/2012,['Drama'],2012
60540,Sushi Girl,12/7/2012,"['Thriller', 'Crime']",2012
77439,Where The Road Meets The Sun,6/29/2011,"['Drama', 'Crime', 'Foreign']",2011
19568,Airspeed,8/18/1998,"['Adventure', 'Action']",1998
109962,Rich and Famous,9/23/1981,['Drama'],1981
191024,The Arrested Development Documentary Project,5/2/2013,"['Documentary', 'Comedy']",2013
27699,The Awful Dr. Orlof,5/14/1962,"['Horror', 'Thriller']",1962
101297,"Tomorrow, the World!",12/29/1944,['Drama'],1944
21522,Enter the Phoenix,4/8/2004,"['Thriller', 'Action', 'Comedy']",2004
72525,Syrup,6/7/2013,"['Drama', 'Comedy']",2013
39889,The Candy Snatchers,1/1/1973,"['Drama', 'Thriller']",1973
11119,Fortress 2,10/7/1999,"['Science Fiction', 'Action']",1999
82501,The Woman in the Fifth,11/16/2011,"['Thriller', 'Mystery']",2011
183171,Dangerous Corner,12/4/1934,['Mystery'],1934
86023,The Intruder,11/19/1999,"['Thriller', 'Foreign']",1999
64682,The Great Gatsby,5/10/2013,"['Drama', 'Romance']",2013
26293,Hurt,11/10/2009,"['Drama', 'Mystery', 'Thriller']",2009
100224,How Much Wood Would a Woodchuck Chuck,10/30/1976,['Documentary'],1976
124085,Hyenas,9/18/1992,"['Drama', 'Comedy']",1992
104871,Sicilia!,9/15/1999,[],1999
128847,Lesson Plan,10/9/2010,['Documentary'],2010
61904,Lady Terminator,6/10/1989,"['Foreign', 'Horror', 'Action']",1989
8768,The Little Thief,12/21/1988,"['Romance', 'Drama', 'Crime']",1988
31560,A Blueprint for Murder,9/1/1953,"['Drama', 'Thriller', 'Mystery']",1953
31715,A Huey P. Newton Story,6/18/2001,"['Documentary', 'Drama']",2001
137474,An Affair of the Heart,4/14/2012,[],2012
84391,My Sucky Teen Romance,3/15/2011,"['Horror', 'Comedy', 'Romance']",2011
54138,Star Trek Into Darkness,5/5/2013,"['Action', 'Adventure', 'Science Fiction']",2013
72834,Sweet Home,1/21/1989,['Horror'],1989
208700,The Last Chance: Diary of Comedians,3/22/2013,['Comedy'],2013
118059,An American Romance,4/16/1944,['Drama'],1944
166773,Andrew Dice Clay: Indestructible,12/31/2012,['Comedy'],2012
278111,Angels Don't Sleep Here,4/2/2002,['Thriller'],2002
137499,Foreverland,6/15/2012,[],2012
60270,Wish You Were Here,4/26/2012,"['Drama', 'Comedy', 'Thriller', 'Mystery', 'Romance']",2012
39319,Tales of Vesperia: The First Strike,10/3/2009,"['Action', 'Adventure', 'Animation', 'Fantasy']",2009
123431,Reincarnated,11/11/2012,"['Music', 'Documentary']",2012
116741,The Internship,6/7/2013,['Comedy'],2013
23112,Bliss,3/16/2007,['Drama'],2007
48227,La Soufrière,1/1/1977,['Documentary'],1977
83664,The Man with a Cloak,11/27/1951,"['Drama', 'Thriller']",1951
82594,Spine Tingler! The William Castle Story,11/8/2007,['Documentary'],2007
55576,Last Stand at Saber River,1/19/1997,"['Western', 'Action', 'Drama']",1997
235373,The Flaying,7/17/2012,"['Horror', 'Fantasy', 'Thriller']",2012
28258,The Secret Six,4/18/1931,"['Crime', 'Drama']",1931
39386,The Corsican File,10/6/2004,['Comedy'],2004
42601,Zatôichi Meets Yojimbo,1/15/1970,"['Adventure', 'Action', 'Drama']",1970
21862,Deep in the Valley,8/28/2009,['Comedy'],2009
149101,King of Katoren,12/5/2012,"['Family', 'Adventure']",2012
155596,Tokyo Trial,6/4/1983,"['War', 'Documentary']",1983
149155,"Harvest: 3,000 Years",4/6/1976,['Drama'],1976
37269,My Fake Fiance,4/19/2009,['Comedy'],2009
458,Sissi: The Young Empress,12/18/1956,"['Drama', 'Comedy', 'Romance']",1956
106388,As You Like It,12/17/1978,"['Drama', 'Comedy']",1978
134397,Below the Belt,12/1/1980,['Drama'],1980
74460,"Aries Spears: Hollywood, Look I'm Smiling",3/22/2011,['Comedy'],2011
139933,Kiss of the Damned,11/7/2012,"['Thriller', 'Horror', 'Romance']",2012
128216,Stories We Tell,10/12/2012,['Documentary'],2012
16150,Darkon,9/12/2006,"['Documentary', 'Fantasy']",2006
39333,180° South: Conquerors of the Useless,2/10/2010,"['Comedy', 'Documentary', 'Drama']",2010
41738,After Alice,10/28/1999,['Thriller'],1999
27861,Mimino,6/6/1977,"['Drama', 'Comedy', 'Family']",1977
97686,The Jeffrey Dahmer Files,2/15/2013,['Documentary'],2013
38875,Senność,10/17/2008,['Thriller'],2008
156236,Cycling with Molière,1/16/2013,"['Drama', 'Comedy']",2013
168676,Company of Heroes,2/25/2013,['War'],2013
64143,Three Smart Girls Grow Up,3/24/1939,['Comedy'],1939
20803,Ivan Vasilyevich Changes His Profession,9/17/1973,"['Comedy', 'Science Fiction']",1973
194668,New York: A Documentary Film,11/14/1999,[],1999
133082,The Dead Man and Being Happy,9/23/2012,['Drama'],2012
83382,Players,1/6/2012,"['Crime', 'Thriller']",2012
83900,Livid,12/6/2011,['Horror'],2011
77987,Only God Forgives,5/30/2013,"['Drama', 'Thriller', 'Crime']",2013
109439,The Hangover Part III,5/23/2013,['Comedy'],2013
81576,Garbo: The Spy,12/4/2009,"['Documentary', 'Foreign']",2009
82992,Fast & Furious 6,5/6/2013,"['Action', 'Thriller', 'Crime']",2013
116711,Epic,5/15/2013,"['Animation', 'Adventure', 'Family', 'Fantasy']",2013
197467,Captain America,1/19/1979,"['Action', 'TV Movie', 'Science Fiction']",1979
44357,Seasons of the Year,1/1/1975,['Documentary'],1975
86282,Tie Xi Qu: West of the Tracks,4/26/2002,['Documentary'],2002
84038,Night at the Crossroads,4/18/1932,"['Mystery', 'Crime', 'Drama']",1932
2077,The Rink,12/4/1916,['Comedy'],1916
197481,Captain America II: Death Too Soon,11/23/1979,"['Action', 'Drama', 'Science Fiction', 'TV Movie']",1979
54120,Bastards of the Party,1/1/2005,['Documentary'],2005
152780,The Past,5/17/2013,"['Drama', 'Mystery']",2013
44546,Lathe of Heaven,9/8/2002,['Science Fiction'],2002
42151,Down Terrace,9/1/2009,"['Drama', 'Action', 'Comedy']",2009
26146,My Wrongs 8245-8249 And 117,1/1/2002,['Comedy'],2002
95771,Bush Mama,9/1/1979,['Drama'],1979
55657,"Surrender, Dorothy",1/1/2006,"['TV Movie', 'Drama', 'Romance']",2006
43357,The Twonky,1/1/1953,"['Comedy', 'Science Fiction']",1953
119933,The Merchant of Venice,12/17/1980,[],1980
28424,The Loss of a Teardrop Diamond,1/1/2008,"['Drama', 'Romance']",2008
137182,The Broken Circle Breakdown,10/9/2012,['Drama'],2012
118931,After School Midnighters,8/25/2012,"['Fantasy', 'Animation', 'Comedy', 'Family']",2012
121725,Life Back Then,11/19/2011,['Drama'],2011
100493,The Devil's Carnival,4/5/2012,['Horror'],2012
121986,Frances Ha,5/17/2013,"['Comedy', 'Drama']",2013
104755,The Lords of Salem,9/10/2012,"['Horror', 'Thriller']",2012
18146,Up Periscope,3/4/1959,"['Action', 'Adventure', 'Drama', 'Thriller', 'War']",1959
70757,Alive and Ticking,7/7/2011,"['Comedy', 'Drama', 'Family']",2011
94841,Cell Count,5/20/2012,['Thriller'],2012
119675,Behind the Candelabra,5/26/2013,"['Drama', 'Romance']",2013
128873,India: Matri Bhumi,6/27/1959,['Documentary'],1959
130824,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,7/19/2000,['Documentary'],2000
81534,The Parade,10/31/2011,"['Comedy', 'Drama']",2011
60152,L.A. Zombie,10/7/2010,['Horror'],2010
39193,Firecracker,10/11/2005,"['Mystery', 'Thriller']",2005
293552,At the River I Stand,1/1/1993,[],1993
106263,National Lampoon's Attack of the 5 Ft. 2 Women,9/8/1994,['Comedy'],1994
189650,Babies For Sale,6/14/1940,['Drama'],1940
80034,Earth's Final Hours,5/31/2011,['Science Fiction'],2011
108235,Finding a Family,10/15/2011,"['Drama', 'Family', 'TV Movie']",2011
86843,With Great Power: The Stan Lee Story,7/24/2010,['Documentary'],2010
123103,Aftershock,9/12/2012,"['Horror', 'Thriller']",2012
166666,3096 Days,2/21/2013,"['Crime', 'Drama']",2013
167658,My Stuff,1/23/2013,['Documentary'],2013
219781,Hilton!,1/1/2013,['Documentary'],2013
176182,The Human Scale,2/20/2013,['Documentary'],2013
51856,Privilege,7/24/1967,['Drama'],1967
109455,Little Girl,5/19/2009,['Drama'],2009
84302,The Last Elvis,4/25/2012,['Drama'],2012
90873,Last Days Here,4/29/2011,['Documentary'],2011
82700,After Earth,5/30/2013,"['Science Fiction', 'Action', 'Adventure']",2013
49343,Dream Demon,10/6/1988,['Horror'],1988
185291,Act One,12/26/1963,['Drama'],1963
111172,Fairhaven,6/17/2012,"['Comedy', 'Drama']",2012
99453,Derek,2/19/2008,"['Documentary', 'Foreign']",2008
28271,The Devil Within Her,1/1/1975,"['Thriller', 'Horror']",1975
53405,In the Park,3/18/1915,['Comedy'],1915
75656,Now You See Me,5/29/2013,"['Thriller', 'Crime']",2013
77805,Lovelace,8/8/2013,['Drama'],2013
160758,A Dangerous Place,11/30/2012,['Crime'],2012
54894,Modify,1/1/2005,['Documentary'],2005
68297,Hiroshima,8/5/2005,"['Documentary', 'Drama']",2005
22911,War Made Easy: How Presidents & Pundits Keep Spinning Us to Death,8/23/2007,['Documentary'],2007
194121,Dark Circles,1/1/2013,['Horror'],2013
184125,Assault on Wall Street,6/30/2013,"['Drama', 'Thriller', 'Action']",2013
118737,Interview with a Hitman,7/20/2012,"['Action', 'Thriller']",2012
74513,Special Forces,11/2/2011,"['Action', 'Drama', 'War']",2011
103970,Feeding Frenzy,1/1/2010,"['Comedy', 'Horror']",2010
38540,Age of Heroes,5/19/2011,"['Drama', 'Action', 'Thriller', 'War']",2011
94326,All In: The Poker Movie,3/23/2012,['Documentary'],2012
43938,Nice Guy Johnny,11/4/2010,"['Comedy', 'Romance']",2010
85431,Take Me Home,3/2/2011,"['Comedy', 'Romance']",2011
32596,An Ideal Husband,11/14/1947,['Comedy'],1947
42714,Any Wednesday,10/13/1966,"['Comedy', 'Romance']",1966
124227,Attack on the Iron Coast,6/5/1968,"['Action', 'War']",1968
63212,Le combat dans l'île,8/16/1962,['Drama'],1962
40226,The Era of Vampires,1/1/2002,"['Horror', 'Action']",2002
313972,"East, West, East: The Final Sprint",11/14/2009,"['Drama', 'Comedy']",2009
97609,Somebody Up There Likes Me,1/22/2013,['Comedy'],2013
387042,Dances Sacred and Profane,10/16/1985,[],1985
176339,Mary and Martha,3/1/2013,['Drama'],2013
63923,Opera Jawa,8/7/2006,['Drama'],2006
133463,Redd Inc.,11/3/2012,"['Thriller', 'Horror', 'Comedy']",2012
57981,Rapado,8/1/1992,['Drama'],1992
92620,The Color of Friendship,2/5/2000,"['Family', 'Drama']",2000
116811,Berberian Sound Studio,8/30/2012,"['Horror', 'Drama', 'Thriller']",2012
147773,The Way Way Back,6/6/2013,"['Comedy', 'Drama']",2013
101998,Foxfire,9/24/2012,['Drama'],2012
102331,Vasermil,10/25/2007,['Drama'],2007
183672,Whole,6/12/2003,['Documentary'],2003
34977,Penthouse,9/8/1933,"['Crime', 'Drama', 'Mystery']",1933
127884,Come Out and Play,9/13/2012,['Horror'],2012
143567,Just Like Brothers,11/21/2012,['Comedy'],2012
111083,The Body,10/4/2012,"['Thriller', 'Mystery']",2012
72660,I Don't Want to Go Back Alone,7/18/2010,"['Drama', 'Romance']",2010
91739,Much Ado About Nothing,9/8/2012,['Comedy'],2012
105526,Any Day Now,12/14/2012,['Drama'],2012
56500,They Call Us Misfits,3/25/1968,['Documentary'],1968
50158,No and Me,11/17/2010,['Drama'],2010
53392,His New Profession,8/31/1914,['Comedy'],1914
49521,Man of Steel,6/12/2013,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",2013
53411,Shanghaied,10/4/1915,['Comedy'],1915
156700,The Kings of Summer,1/19/2013,"['Comedy', 'Drama']",2013
65521,Pyaar Ka Punchnama,5/20/2011,"['Drama', 'Comedy', 'Romance', 'Foreign']",2011
85047,"London, Paris, New York",3/2/2012,['Romance'],2012
87567,The Big Wedding,4/25/2013,['Comedy'],2013
128215,Still Mine,9/10/2012,['Drama'],2012
121873,Hannah Arendt,9/11/2012,['Drama'],2012
75945,The Other Family,3/25/2011,['Drama'],2011
121446,Birders: The Central Park Effect,7/16/2012,['Documentary'],2012
144481,41,6/12/2012,[],2012
233805,Bakhita,4/4/2009,"['History', 'Adventure']",2009
158015,The Purge,5/31/2013,"['Science Fiction', 'Horror', 'Thriller']",2013
182499,The Neighbor,11/3/1993,"['Thriller', 'Horror']",1993
79201,God Bless Ozzy Osbourne,4/24/2011,"['Documentary', 'Music']",2011
121677,The Reluctant Fundamentalist,3/17/2013,['Thriller'],2013
174188,Rapture-Palooza,6/7/2013,"['Comedy', 'Fantasy', 'Horror']",2013
97562,100 years of evil,1/1/2010,[],2010
135317,Speed - In Search of Lost Time,9/28/2012,[],2012
51844,After Him,5/23/2007,"['Drama', 'Foreign']",2007
40244,The Witches,11/21/1966,['Horror'],1966
52034,Tetsuo: The Bullet Man,9/5/2009,"['Action', 'Science Fiction', 'Horror', 'Thriller']",2009
159014,20 Feet from Stardom,6/14/2013,"['Documentary', 'Music']",2013
84765,Perfumed Nightmare,1/1/1977,"['Comedy', 'Drama']",1977
25111,Far Out Man,5/11/1990,"['Action', 'Comedy']",1990
194099,Out Late,10/25/2011,[],2011
91334,Bad Blood: A Cautionary Tale,7/28/2010,['Documentary'],2010
105965,Beverly Hills Chihuahua 3 - Viva La Fiesta!,9/3/2012,"['Comedy', 'Family']",2012
39279,AM1200,10/3/2008,['Horror'],2008
224600,The Executioner,9/6/1970,['Thriller'],1970
250625,Looking for Palladin,3/5/2008,[],2008
96936,The Bling Ring,6/12/2013,"['Drama', 'Crime']",2013
6636,The Mugger,4/1/2007,"['Drama', 'Foreign']",2007
62211,Monsters University,6/20/2013,"['Animation', 'Family']",2013
388046,Donos de Portugal,4/25/2012,['Documentary'],2012
192538,Hammer of the Gods,7/5/2013,"['History', 'Action', 'Adventure']",2013
112161,6 Month Rule,6/1/2012,"['Comedy', 'Romance']",2012
88057,A Beginner's Guide to Endings,9/17/2010,"['Comedy', 'Drama']",2010
51795,The War You Don't See,12/14/2010,['Documentary'],2010
160085,Schlussmacher,1/10/2013,['Comedy'],2013
104739,From the East,9/16/1993,"['Documentary', 'Foreign']",1993
131478,Doomed Love,11/25/1979,"['Romance', 'Drama']",1979
167494,"Reason, Debate and a Story",1/1/1974,['Drama'],1974
119838,Julius Caesar,2/11/1979,['Drama'],1979
35862,Wedding Trough,1/1/1975,"['Horror', 'Romance']",1975
39544,Oblivion Island: Haruka and the Magic Mirror,8/22/2009,"['Adventure', 'Animation']",2009
96599,Eden,3/11/2012,['Drama'],2012
68556,Days of Grace,5/17/2011,"['Drama', 'Foreign']",2011
84198,A Place at the Table,3/22/2012,['Documentary'],2012
80518,Fullmetal Alchemist: The Sacred Star of Milos,7/2/2011,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Science Fiction']",2011
201485,American Idiots,6/18/2013,"['Comedy', 'Romance']",2013
103620,Maniac,12/26/2012,['Horror'],2012
120292,Not Suitable For Children,7/12/2012,"['Comedy', 'Romance']",2012
128124,The Lesser Blessed,9/9/2012,[],2012
108726,A Common Man,6/30/2013,"['Action', 'Thriller']",2013
68726,Pacific Rim,7/11/2013,"['Action', 'Science Fiction', 'Adventure']",2013
177271,Lego Batman: The Movie - DC Super Heroes Unite,5/20/2013,"['Animation', 'Adventure', 'Family']",2013
152742,The Best Offer,1/1/2013,"['Drama', 'Romance', 'Crime', 'Mystery']",2013
138907,Sassy Pants,10/26/2012,"['Comedy', 'Drama']",2012
141955,A Flea In Her Ear,11/27/1968,['Comedy'],1968
118998,Ada,8/25/1961,['Drama'],1961
53928,Adam and Eve,11/5/2005,"['Comedy', 'Romance']",2005
72190,World War Z,6/20/2013,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",2013
68724,Elysium,8/7/2013,"['Science Fiction', 'Action', 'Drama', 'Thriller']",2013
159004,Dirty Wars,1/18/2013,"['Documentary', 'Drama', 'War', 'Crime', 'Mystery']",2013
82134,I Want to Marry Ryan Banks,1/18/2004,"['Romance', 'Comedy']",2004
41586,K-911,12/7/1999,"['Action', 'Comedy', 'Crime', 'Mystery']",1999
59584,Mr. Moto's Gamble,4/7/1938,"['Drama', 'Mystery', 'Thriller']",1938
126337,Unconditional,9/21/2012,['Drama'],2012
38178,Sign 'o' the Times,11/20/1987,['Music'],1987
39982,Just Before Dawn,10/14/1981,"['Horror', 'Thriller']",1981
159154,We Steal Secrets: The Story of WikiLeaks,5/24/2013,['Documentary'],2013
127373,What Maisie Knew,5/2/2013,['Drama'],2013
31221,Dragon Hunter,12/1/2008,['Fantasy'],2008
185562,Shark Alarm at Müggel Lake,3/12/2013,['Comedy'],2013
106049,The Revisionaries,4/21/2012,['Documentary'],2012
58293,The Anniversary,2/7/1968,"['Drama', 'Comedy', 'Thriller']",1968
262528,The Purple Gang,12/18/1959,"['Drama', 'Crime']",1959
137037,The Death of Maria Malibran,3/2/1972,['Drama'],1972
125374,Minamata: The Victims and Their World,3/12/1971,[],1971
126277,American Mary,5/31/2012,"['Horror', 'Thriller']",2012
130358,Liz & Dick,11/25/2012,"['Drama', 'TV Movie']",2012
199687,Yamla Pagla Deewana 2,6/7/2013,[],2013
174772,Europa Report,6/27/2013,"['Science Fiction', 'Thriller']",2013
67272,Känd från TV,9/21/2001,['Comedy'],2001
179826,Odd Thomas,4/16/2013,"['Mystery', 'Thriller']",2013
180050,Cigarettes and Coffee,2/5/2004,['Drama'],2004
101449,Jim Gaffigan: Mr. Universe,4/11/2012,"['Comedy', 'TV Movie']",2012
42527,The Projectionist,1/17/1971,"['Comedy', 'Fantasy']",1971
120303,The Vampire,10/4/1957,"['Mystery', 'Thriller', 'Horror']",1957
153420,Love Ghost,3/24/2001,[],2001
55655,The Sound of Insects: Record of a Mummy,5/1/2009,['Documentary'],2009
83342,Blutzbrüdaz,12/28/2011,"['Music', 'Drama', 'Foreign']",2011
93456,Despicable Me 2,6/25/2013,"['Animation', 'Comedy', 'Family']",2013
117251,White House Down,6/27/2013,"['Action', 'Drama', 'Thriller']",2013
107985,The World's End,7/18/2013,"['Comedy', 'Action', 'Science Fiction']",2013
118690,Keith Lemon: The Film,8/24/2012,['Comedy'],2012
119916,The Tempest,2/27/1980,"['Fantasy', 'Drama', 'Science Fiction']",1980
139329,Back to 1942,11/1/2012,['Drama'],2012
93649,Reflection,,"['Action', 'Thriller', 'Science Fiction']",
136418,Hummingbird,5/7/2013,"['Action', 'Thriller']",2013
167726,Love and Lemons,2/20/2013,['Romance'],2013
86410,The Hounds,8/1/2011,"['Horror', 'Thriller', 'Crime']",2011
136795,The Heat,6/27/2013,"['Action', 'Comedy', 'Crime']",2013
128276,May I Kill U?,1/11/2013,[],2013
120555,Very Important Person,4/24/1961,"['War', 'Comedy']",1961
44646,The Last Seven,8/24/2010,['Thriller'],2010
57201,The Lone Ranger,7/3/2013,"['Action', 'Adventure', 'Western']",2013
121936,Happiness Never Comes Alone,6/27/2012,"['Comedy', 'Romance']",2012
80597,My Perestroika,1/24/2010,['Documentary'],2010
193878,A Millionaire for Christy,9/2/1951,"['Comedy', 'Romance']",1951
25789,Aftershock: Earthquake in New York,11/19/1999,"['Action', 'Drama', 'Thriller']",1999
80368,The Doctor and the Devils,10/4/1985,['Horror'],1985
117377,Flicker,9/20/2012,['Drama'],2012
117530,Hong Kong Confidential,9/16/2010,"['Drama', 'Comedy', 'Romance', 'Foreign']",2010
31460,Life Without Dick,1/1/2002,"['Action', 'Comedy', 'Romance']",2002
114761,The Beach Boys: An American Family,2/27/2000,[],2000
151085,Hypocrites,1/20/1915,['Drama'],1915
72140,A Grandpa for Christmas,11/24/2007,"['Drama', 'TV Movie', 'Comedy']",2007
120892,"Ah, Wilderness!",12/6/1935,"['Comedy', 'Drama']",1935
35381,Crossfire Trail,1/21/2001,"['Drama', 'Romance', 'Thriller', 'Western', 'Action']",2001
124157,The Thieves,7/25/2012,"['Action', 'Crime']",2012
81167,Woody Allen: A Documentary,11/20/2011,['Documentary'],2011
77449,Epitaph,8/1/2007,"['Horror', 'Foreign']",2007
109099,Passion,9/7/2012,"['Thriller', 'Drama', 'Crime', 'Mystery']",2012
159032,Pussy Riot: A Punk Prayer,6/10/2013,"['Music', 'Documentary']",2013
29751,Batman Unmasked: The Psychology of the Dark Knight,7/15/2008,['Documentary'],2008
44909,Ghoulies III: Ghoulies Go to College,9/18/1991,"['Fantasy', 'Drama', 'Horror', 'Action', 'Comedy']",1991
30654,Ghoulies IV,8/17/1994,"['Comedy', 'Horror', 'Science Fiction']",1994
127872,Call Girl,11/9/2012,"['Thriller', 'Drama']",2012
38429,Alive Day Memories: Home from Iraq,9/9/2007,['Documentary'],2007
124071,How to Make Money Selling Drugs,9/7/2012,['Documentary'],2012
82447,The Stig-Helmer Story,12/25/2011,['Comedy'],2011
155055,The Ice House,4/4/1997,"['Drama', 'Mystery', 'Thriller']",1997
24935,Return of the Living Dead: Necropolis,10/15/2005,"['Comedy', 'Horror']",2005
159117,V/H/S/2,6/6/2013,"['Horror', 'Thriller']",2013
24939,Return of the Living Dead: Rave to the Grave,10/15/2005,"['Comedy', 'Horror']",2005
45556,Arctic Blast,5/30/2010,['Science Fiction'],2010
159005,Gideon's Army,1/21/2013,['Documentary'],2013
119844,Macbeth,11/5/1983,['Thriller'],1983
136386,The Knot,10/5/2012,"['Comedy', 'Romance']",2012
141733,Cottage Country,3/13/2013,"['Action', 'Comedy', 'Crime', 'Romance']",2013
43562,Along the Great Divide,6/2/1951,"['Western', 'Adventure', 'Romance']",1951
359010,Ambush Trail,2/17/1946,"['Action', 'Western']",1946
36796,American Samurai,1/1/1992,"['Action', 'Thriller']",1992
26018,Food Matters,10/8/2010,['Documentary'],2010
20223,Bad Girls,3/9/2007,['Comedy'],2007
19506,ICHI,10/25/2008,"['Action', 'Adventure', 'Drama', 'History']",2008
22765,The Shadow Riders,9/28/1982,"['Action', 'Adventure', 'Western']",1982
57209,Inadequate People,12/12/2010,"['Comedy', 'Romance']",2010
108209,Kid Millions,11/10/1934,"['Music', 'Comedy']",1934
157386,The Spectacular Now,8/2/2013,"['Comedy', 'Drama', 'Romance']",2013
112200,Thanks for Sharing,9/7/2012,"['Comedy', 'Drama']",2012
157375,The Lifeguard,8/30/2013,"['Drama', 'Comedy', 'Romance']",2013
154779,Ed Hardy: Tattoo the World,10/9/2010,['Documentary'],2010
132064,Vile,8/25/2011,"['Horror', 'Thriller']",2011
112198,What's in a Name,4/25/2012,"['Drama', 'Comedy']",2012
439056,Partners: The Movie II,12/23/2010,"['Crime', 'Drama']",2010
127846,A Hijacking,2/26/2012,"['Thriller', 'Drama']",2012
179270,Tell Me and I Will Forget,1/1/2010,[],2010
45875,Trilogy of Terror II,10/30/1996,"['Horror', 'Thriller']",1996
193346,Big Star: Nothing Can Hurt Me,7/3/2013,['Documentary'],2013
159166,Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington,1/20/2013,['Documentary'],2013
